id, name, lat, lng
2812, "Huckleberry Bicycles", 37.780644, -122.411615
2813, "Asian Pacific Islander Legal?", 37.778330, -122.411516
2814, "Precita Eyes Mural Art and Visitor Center", 37.752424, -122.411514
2815, "In-Symmetry", 37.761034, -122.411506
2816, "Panorama Bakery", 37.762590, -122.411484
2817, "Leon Multiservicio", 37.752885, -122.411477
2818, "Ralph Gracie Jiu Jitsu", 37.776808, -122.411474
2819, "Harvest Urban Market", 37.776808, -122.411474
2820, "J&W Laundromat", 37.752429, -122.411428
2821, "Atlas Cafe", 37.758862, -122.411406
2822, "Atlas Cafe", 37.758862, -122.411406
2823, "Aunt Charlie's Lounge", 37.782849, -122.411384
2824, "Oriental Restaurant", 37.780838, -122.411370
2825, "Mission Language and Vocational", 37.760124, -122.411364
2826, "Social Imprints", 37.781883, -122.411323
2827, "Central Kitchen", 37.759325, -122.411282
2828, "Southern Exposure", 37.759325, -122.411282
2829, "Southern Exposure", 37.759325, -122.411282
2830, "Southern Exposure", 37.759325, -122.411282
2831, "_undetermined", 37.773120, -122.411258
2832, "_undetermined", 37.773120, -122.411258
2833, "Citizen Chain Cyclery", 37.80382297, -122.41125279
2834, "Citizen Chain Cyclery", 37.80382297, -122.41125279
2835, "Asian Pacific Islander Legal Outreach", 37.778652, -122.411230
2836, "residential", 37.759922, -122.411225
2837, "Alcatraz Gift and Tours", 37.787159, -122.411202
2838, "Sushi Hunter", 37.800385, -122.411171
2839, "El Farolito Restaurant", 37.752855, -122.411136
2840, "Costco", 37.770488, -122.411106
2841, "Jean Parker (SA) CDC", 37.797620, -122.411038
2842, "Coffee Bar", 37.76310691, -122.41103404
2843, "Coffee Bar", 37.76310691, -122.41103404
2844, "_undetermined", 37.786332, -122.411031
2845, "_undetermined", 37.799948, -122.411013
2846, "_undetermined", 37.774589, -122.410994
2847, "Community Housing Partnership San Cristina", 37.782044, -122.410989
2848, "Show Dogs Sausages", 37.782044, -122.410989
2849, "Show Dogs Sausages", 37.782044, -122.410989
2850, "_undetermined", 37.782044, -122.410989
2851, "BoomBotix (CLOSED)", 37.76408775, -122.41082772
2852, "Vista Point Studio | Gallery?", 37.764088, -122.410828
2853, "AIDS/LifeCycle office?", 37.781219, -122.410785
2854, "Skin Salvation", 37.765342, -122.410774
2855, "la Victoria Bakery", 37.752520, -122.410756
2856, "Bay Area Video Coalition / Starbucks", 37.762687, -122.410735
2857, "Academy of Art University", 37.788723, -122.410677
2858, "Live Fit Gym", 37.752477, -122.410625
2859, "Circle Community Acupuncture", 37.771865, -122.410613
2860, "Circle Community Acupuncture", 37.771865, -122.410613
2861, "Lutheran Social Services of Northern CA", 37.775075, -122.410565
2862, "_undetermined", 37.775075, -122.410565
2863, "_undetermined", 37.788678, -122.410458
2864, "Rogue Ales", 37.800000, -122.410421
2865, "AuburnCom Computer Store", 37.800000, -122.410421
2866, "_undetermined", 37.781561, -122.410418
2867, "Wardrobe Cleaners", 37.766476, -122.410413
2868, "_undetermined", 37.799210, -122.410405
2869, "UPSP", 37.766478, -122.410405
2870, "Precita Park Cafe", 37.746972, -122.410399
2871, "_undetermined", 37.799024, -122.410367
2872, "Pirate Cat Radio Cafe", 37.75734234, -122.41035996
2873, "Art Gallery", 37.78268892, -122.41033991
2874, "AQ Restaurant & Bar", 37.779364, -122.410328
2875, "residential", 37.758104, -122.410304
2876, "Driftwood", 37.774473, -122.410297
2877, "Alcoholics Anonymous", 37.752898, -122.410272
2878, "Beach Blanket Babylon", 37.799636, -122.410267
2879, "De La Paz Coffee Roasters", 37.779441, -122.410229
2880, "UrbanCore Development", 37.771068, -122.410205
2881, "Blowfish Sushi", 37.759442, -122.410179
2882, "residential", 37.77529618, -122.41007420
2883, "Leather Etc.", 37.774668, -122.410050
2884, "_undetermined", 37.783035, -122.409950
2885, "_undetermined", 37.775470, -122.409866
2886, "St. Lukes Monteagle Medical Center", 37.783072, -122.409823
2887, "Serve-U Market", 37.757799, -122.409798
2888, "_undetermined", 37.771949, -122.409791
2889, "_undetermined", 37.771949, -122.409791
2890, "Medical/Dental building", 37.788407, -122.409757
2891, "Lennon Rehearsal & Music Center", 37.771061, -122.409740
2892, "_undetermined", 37.762611, -122.409719
2893, "La Boulange Cafe & Bakery", 37.799669, -122.409665
2894, "La Boulange Cafe & Bakery", 37.799669, -122.409665
2895, "_undetermined", 37.786968, -122.409656
2896, "El Metate Taqueria", 37.755761, -122.409600
2897, "Local's Corner", 37.754253, -122.409588
2898, "L'S Caffe", 37.752545, -122.409583
2899, "L's Caffe", 37.752545, -122.409583
2900, "Steven Wolf Fine Arts", 37.759660, -122.409533
2901, "Blick Arts Materials", 37.782281, -122.409531
2902, "North Beach Garage", 37.798305, -122.409527
2903, "_undetermined", 37.786500, -122.409517
2904, "ROMA Design", 37.800066, -122.409416
2905, "Gama-Go", 37.774976, -122.409386
2906, "Prelinger Library", 37.774976, -122.409386
2907, "Prelinger Library", 37.774976, -122.409386
2908, "Galeria de la Raza", 37.75251838, -122.40933529
2909, "Galeria de la Raza", 37.75251838, -122.40933529
2910, "Progressive Grounds Cafe", 37.757477, -122.409301
2911, "Progressive Grounds Cafe", 37.757477, -122.409301
2912, "_undetermined", 37.782520, -122.409229
2913, "residential", 37.745856, -122.409227
2914, "Benjamini Associates", 37.759826, -122.409203
2915, "_undetermined", 37.759826, -122.409203
2916, "Puerto Alegre", 37.751378, -122.409183
2917, "Cup and Cakes Bakery", 37.772118, -122.409109
2918, "Bloodhound", 37.754180, -122.409029
2919, "_undetermined", 37.801010, -122.408941
2920, "Lori's Dinner", 37.789439, -122.408893
2921, "Cozy Cable Car Cafe", 37.78943926, -122.40889284
2922, "_undetermined", 37.731129, -122.408874
2923, "Morton's the Steakhouse", 37.788494, -122.408830
2924, "Radio Shack", 37.783768, -122.408823
2925, "Samy's Liquors", 37.752592, -122.408791
2926, "_undetermined", 37.782887, -122.408778
2927, "NextSpace", 37.784131, -122.408771
2928, "Jay'n Bee Club", 37.75947198, -122.40874131
2929, "North East Medical Services", 37.799941, -122.408725
2930, "Five Markets", 37.753053, -122.408705
2931, "Socratic Technologies, Inc.", 37.762892, -122.408689
2932, "Socratic Technologies, Inc.", 37.762892, -122.408689
2933, "Mr S Leather", 37.774253, -122.408627
2934, "Roosevelt Tamale Parlor", 37.752632, -122.408587
2935, "Slow Club", 37.762781, -122.408549
2936, "Cooactive Health Communications", 37.762136, -122.408479
2937, "Green Depot", 37.771676, -122.408474
2938, "small grocery", 37.797860, -122.408426
2939, "Victoria Pastry", 37.798432, -122.408421
2940, "Columbus Cafe", 37.799763, -122.408410
2941, "_undetermined", 37.775988, -122.408373
2942, "St Francis Fountain and Diner", 37.752647, -122.408344
2943, "Cykel", 37.800723, -122.408336
2944, "_undetermined", 37.786612, -122.408326
2945, "Walgreens", 37.786006, -122.408294
2946, "DIAKADI Body Personal Training and Wellness Center", 37.769512, -122.408256
2947, "mulitple", 37.769512, -122.408256
2948, "MUJI", 37.770559, -122.408183
2949, "Runaway Films", 37.763384, -122.408102
2950, "Nani's Day Care", 37.748903, -122.408090
2951, "Rasputin Music", 37.785306, -122.408067
2952, "San Francisco HIV Prevention Project", 37.780857, -122.408056
2953, "San Francisco HIV Prevention Project", 37.780857, -122.408056
2954, "Marshall's / Sports Basement / Stantec / multiple", 37.783470, -122.408041
2955, "Marshall's / Sports Basement / Stantec / multiple", 37.783470, -122.408041
2956, "San Francisco Green Party", 37.779469, -122.407922
2957, "ASN Natural Stone", 37.764156, -122.407910
2958, "_undetermined", 37.764156, -122.407910
2959, "Mission Rehearsal Studios", 37.777418, -122.407890
2960, "Visitacion Valley Library", 37.712455, -122.407886
2961, "_undetermined", 37.786876, -122.407870
2962, "Barbary Coast", 37.782056, -122.407859
2963, "Medical / Dental building", 37.789657, -122.407834
2964, "Medical / Dental building", 37.789657, -122.407834
2965, "_undetermined", 37.785770, -122.407677
2966, "Sodini's Green Valley Restaurant", 37.799847, -122.407650
2967, "Mi Tierra Supermarket", 37.779704, -122.407597
2968, "Johnson & Murphy", 37.78793122, -122.40750049
2969, "Union Square", 37.787931, -122.407500
2970, "_undetermined", 37.798890, -122.407429
2971, "Flood Building", 37.785111, -122.407423
2972, "Anthropologie", 37.785111, -122.407423
2973, "JT Restaurant and Catering", 37.781553, -122.407365
2974, "Macys", 37.78679591, -122.40736346
2975, "Macy's", 37.78679591, -122.40736346
2976, "_undetermined", 37.777447, -122.407351
2977, "Buster's Cheesesteak", 37.798565, -122.407348
2978, "residential", 37.712278, -122.407209
2979, "SF Guitarworks", 37.765385, -122.407164
2980, "Westfield Centre", 37.783947, -122.407158
2981, "Westfield Centre", 37.783947, -122.407158
2982, "Westfield Centre", 37.783947, -122.407158
2983, "laundromat", 37.712667, -122.407114
2984, "PUMA store", 37.785155, -122.407100
2985, "Ellis - O'Farrell Garage", 37.78604121, -122.40709853
2986, "Ellis - O'Farrell Garage", 37.78604121, -122.40709853
2987, "_undetermined", 37.763358, -122.406967
2988, "La Paz Restaurant.", 37.755610, -122.406929
2989, "_undetermined", 37.712177, -122.406900
2990, "Sutter - Stockton Garage", 37.790126, -122.406740
2991, "Sutter - Stockton Garage", 37.790126, -122.406740
2992, "New Nothing Cinema", 37.776936, -122.406713
2993, "_undetermined", 37.777956, -122.406706
2994, "Nutrition & Kids", 37.753148, -122.406691
2995, "Papa Potrero Pizza", 37.753148, -122.406691
2996, "Jack in the Box", 37.74174378, -122.40666128
2997, "vacant", 37.712569, -122.406636
2998, "The Hub and Intersection for the Arts", 37.782154, -122.406601
2999, "City Lights Bookstore", 37.797601, -122.406579
3000, "Apple Store", 37.785852, -122.406529
3001, "residential", 37.712026, -122.406471
3002, "_undetermined", 37.751012, -122.406470
3003, "Bessie Carmichael (PreK & SA) CDC", 37.776091, -122.406448
3004, "Westfield", 37.784397, -122.406404
3005, "San Francisco State Downtown Campus", 37.784397, -122.406404
3006, "Portola Branch Library", 37.727114, -122.406362
3007, "Oceanic Restaurant", 37.767882, -122.406311
3008, "Dolby Labratories", 37.770096, -122.406279
3009, "Gene Friend Recreation Center", 37.778623, -122.406247
3010, "James Rolph Jr. Playground", 37.74972741, -122.40623124
3011, "Wichcraft", 37.78410039, -122.40614459
3012, "Juicy Couture / Timberland", 37.784100, -122.406145
3013, "San Francisco Antique and Design", 37.73597064, -122.40613868
3014, "San Francisco Antique and Design", 37.73597064, -122.40613868
3015, "Walgreens", 37.784803, -122.406071
3016, "Macys", 37.78697967, -122.40595336
3017, "lululemon athletica", 37.790150, -122.405870
3018, "Luen Fat Bakery", 37.712237, -122.405782
3019, "Lusty Lady Theater", 37.797580, -122.405734
3020, "Eight Inc", 37.792280, -122.405694
3021, "Container Store", 37.784990, -122.405677
3022, "Container Store", 37.784990, -122.405677
3023, "Old Navy", 37.784990, -122.405677
3024, "_undetermined", 37.796778, -122.405592
3025, "Reveille Coffee", 37.797360, -122.405560
3026, "Walgreens", 37.786459, -122.405546
3027, "Phelan Building", 37.786459, -122.405546
3028, "Visiticion Valley One Link Career Center", 37.711592, -122.405384
3029, "House of Nanking", 37.796439, -122.405384
3030, "House of Nanking", 37.796439, -122.405384
3031, "El Buen Saborz", 37.712070, -122.405355
3032, "Portsmouth Garage", 37.794835, -122.405351
3033, "SFI Windows & Cabinets?", 37.731022, -122.405302
3034, "Green Tortoise Hotel", 37.798263, -122.405282
3035, "Swatch", 37.787597, -122.405280
3036, "Swatch", 37.787597, -122.405280
3037, "Ross", 37.785647, -122.405265
3038, "Ross", 37.785647, -122.405265
3039, "Sisley (clothes)", 37.787520, -122.405264
3040, "_undetermined", 37.787147, -122.405207
3041, "Gift Center and Jewelry Market", 37.772015, -122.405193
3042, "Dreams Interior", 37.780833, -122.405166
3043, "Visiticion Chinese Baptist Church", 37.711502, -122.405152
3044, "Community Vocational Enterprises (CVE)", 37.784296, -122.405083
3045, "Fifth & Mission Garage", 37.783371, -122.405069
3046, "Fifth & Mission Garage", 37.783371, -122.405069
3047, "Posh Bagel", 37.789859, -122.405000
3048, "US Post Office", 37.711919, -122.404967
3049, "Cannell Capital", 37.788549, -122.404963
3050, "The North Face", 37.788939, -122.404939
3051, "Studio For Urban Projects", 37.773799, -122.404935
3052, "_undetermined", 37.788410, -122.404935
3053, "R&G Lounge", 37.794123, -122.404929
3054, "Cole Hardware", 37.784685, -122.404910
3055, "Moscone West", 37.782920, -122.404874
3056, "MCG Arcitecture", 37.789988, -122.404817
3057, "_undetermined", 37.770128, -122.404719
3058, "Chronicle Books", 37.770128, -122.404719
3059, "Ted Baker", 37.787511, -122.404703
3060, "Hansan Interior", 37.711329, -122.404672
3061, "Boyd Lighting", 37.779675, -122.404665
3062, "Irish Bank Bar", 37.790394, -122.404637
3063, "H & M", 37.789069, -122.404613
3064, "Academy of Art University", 37.791170, -122.404547
3065, "Academy of Art University", 37.791170, -122.404547
3066, "_undetermined", 37.780461, -122.404506
3067, "_undetermined", 37.780461, -122.404506
3068, "Clubcard", 37.797003, -122.404502
3069, "Cafe Claude", 37.790032, -122.404488
3070, "North East Medical Services", 37.729025, -122.404480
3071, "St. Mary's Square Garage", 37.791848, -122.404471
3072, "St. Mary's Square Garage", 37.791848, -122.404471
3073, "Marriot", 37.785396, -122.404391
3074, "Marriot", 37.785396, -122.404391
3075, "SFPD Southern Station", 37.775398, -122.404389
3076, "SFPD Southern Station", 37.775398, -122.404389
3077, "SFPD Southern Station", 37.775398, -122.404389
3078, "Serge Serge Sorokko art gallery", 37.787432, -122.404371
3079, "_undetermined", 37.787432, -122.404371
3080, "_undetermined", 37.791315, -122.404350
3081, "Aura Skin Spa", 37.796668, -122.404342
3082, "Sun Fai Restaurant", 37.711662, -122.404308
3083, "G&K Grocery", 37.711178, -122.404284
3084, "Balmoral Hotel North #2", 37.794741, -122.404269
3085, "_undetermined", 37.790897, -122.404264
3086, "Naked Eye News & Video", 37.793342, -122.404214
3087, "_undetermined", 37.790413, -122.404201
3088, "_undetermined", 37.792968, -122.404140
3089, "_undetermined", 37.789471, -122.404113
3090, "Burlington Coat Factory", 37.781681, -122.404102
3091, "Golfsmith", 37.786558, -122.404092
3092, "Portola Family Connection", 37.729476, -122.404057
3093, "Thai Thai Gourmet Thai Food", 37.794326, -122.403967
3094, "_undetermined", 37.765371, -122.403908
3095, "Horatius Bistro", 37.765371, -122.403908
3096, "Super Duper Burger", 37.786856, -122.403905
3097, "Concourse Exhibition Center", 37.771824, -122.403883
3098, "Discount Camera", 37.788266, -122.403864
3099, "_undetermined", 37.794793, -122.403864
3100, "Hotel Whitcomb", 37.795667, -122.403856
3101, "One Kearny", 37.787707, -122.403853
3102, "_undetermined", 37.788575, -122.403841
3103, "Bank of America", 37.711473, -122.403821
3104, "Starbucks", 37.790663, -122.403764
3105, "multiple", 37.796216, -122.403755
3106, "Del Taco", 37.787025, -122.403690
3107, "Uni's Deli", 37.754250, -122.403684
3108, "_undetermined", 37.790196, -122.403664
3109, "Renaissance Entrepreneurship Center", 37.780732, -122.403588
3110, "City Target / Starbucks / Active Apparel", 37.784772, -122.403560
3111, "_undetermined", 37.771022, -122.403546
3112, "_undetermined", 37.771022, -122.403546
3113, "Margolis & Tisman LLP and multiple", 37.794836, -122.403527
3114, "Pacific Energy Center", 37.782124, -122.403495
3115, "Pacific Energy Center", 37.782124, -122.403495
3116, "_undetermined", 37.769201, -122.403473
3117, "Contemporary Jewish Museum", 37.785909, -122.403364
3118, "Jillian's", 37.78399572, -122.40335190
3119, "16th and Kansas Streets Building LLC", 37.766425, -122.403342
3120, "Pearson Education", 37.802327, -122.403298
3121, "Hunt Antiques", 37.796609, -122.403181
3122, "Clement St. Bar and Grill", 37.795811, -122.403157
3123, "Swiss Nex", 37.796228, -122.403125
3124, "Bubble Lounge", 37.795902, -122.403068
3125, "Escape from New York Pizza", 37.790592, -122.403057
3126, "office building", 37.790592, -122.403057
3127, "Crocker Galleria", 37.789531, -122.403041
3128, "Crocker Galleria", 37.78953121, -122.40304094
3129, "multiple", 37.790237, -122.403040
3130, "multiple", 37.790237, -122.403040
3131, "Mechanic's Institute", 37.788747, -122.403034
3132, "_undetermined", 37.788747, -122.403034
3133, "Starbucks", 37.78741044, -122.40303321
3134, "Subway", 37.78741044, -122.40303321
3135, "Hearst Building", 37.787410, -122.403033
3136, "Limited Edition Speakeasy", 37.787410, -122.403033
3137, "Dave's Bar", 37.787410, -122.403033
3138, "Whole Foods", 37.764113, -122.402987
3139, "Whole Foods", 37.764113, -122.402987
3140, "ATS Auto Body", 37.773525, -122.402843
3141, "La Boulange Cafe & Bakery", 37.787646, -122.402759
3142, "Yocup Yogurt", 37.787646, -122.402759
3143, "Clementina Towers", 37.782177, -122.402758
3144, "_undetermined", 37.781102, -122.402724
3145, "John VelasquezáSalon", 37.796667, -122.402717
3146, "Starbucks", 37.802664, -122.402707
3147, "Barber Lounge", 37.781281, -122.402698
3148, "One Medical Group", 37.790225, -122.402697
3149, "Jamber", 37.781146, -122.402668
3150, "Little Pizza", 37.781347, -122.402614
3151, "Arader Galleries", 37.796687, -122.402556
3152, "Rochester Big & Tall", 37.78620610, -122.40253249
3153, "B.B. Hawk / Source Restaurant", 37.769533, -122.402529
3154, "24 Hour Fitness", 37.789760, -122.402524
3155, "24 Hour Fitness", 37.789760, -122.402524
3156, "Mochica Restaurant", 37.778167, -122.402440
3157, "Roll", 37.766752, -122.402438
3158, "Dos Pinas", 37.766752, -122.402438
3159, "Office Building / Gallery", 37.766752, -122.402438
3160, "Office Depot", 37.787173, -122.402401
3161, "California Pizza Kitchen", 37.787173, -122.402401
3162, "Walgreens", 37.792346, -122.402385
3163, "Money Mart", 37.723812, -122.402354
3164, "The Antiques Gallery", 37.796720, -122.402290
3165, "change.org", 37.765023, -122.402279
3166, "Peet's Coffee", 37.791583, -122.402276
3167, "Montgomery Gallery", 37.796739, -122.402136
3168, "Wedding Day Dances", 37.766772, -122.402094
3169, "_undetermined", 37.779543, -122.402089
3170, "_undetermined", 37.779543, -122.402089
3171, "UC Berkeley Extension", 37.786554, -122.402030
3172, "_undetermined", 37.786554, -122.402030
3173, "office building", 37.792177, -122.402028
3174, "San Francisco Center for the Book.", 37.765725, -122.402024
3175, "Bank of the West", 37.791316, -122.401994
3176, "Blood Centers of the Pacific", 37.79131571, -122.40199384
3177, "_undetermined", 37.791722, -122.401984
3178, "Bank of the West", 37.790736, -122.401969
3179, "_undetermined", 37.781800, -122.401840
3180, "Starbucks", 37.795071, -122.401823
3181, "A G Ferrari Foods", 37.786724, -122.401815
3182, "St Gregory's Church", 37.76335050, -122.40177521
3183, "St. Gregory's", 37.763351, -122.401775
3184, "St. Gregory's", 37.763351, -122.401775
3185, "Union Bank", 37.789808, -122.401767
3186, "Project 880", 37.779613, -122.401682
3187, "startupHQ", 37.779613, -122.401682
3188, "Office Building", 37.792686, -122.401668
3189, "_undetermined", 37.797818, -122.401623
3190, "California Historical Society", 37.78695752, -122.40161525
3191, "Apotheca", 37.789525, -122.401610
3192, "residential complex", 37.796802, -122.401530
3193, "Quizno's", 37.789640, -122.401448
3194, "Chase Building", 37.792796, -122.401353
3195, "Chase Building", 37.792796, -122.401353
3196, "office building", 37.790937, -122.401337
3197, "Mills Building", 37.791392, -122.401307
3198, "Equinox", 37.791834, -122.401280
3199, "Equinox", 37.791834, -122.401280
3200, "Fight and Fitness Inc", 37.777377, -122.401256
3201, "Fight and Fitness Inc", 37.777377, -122.401256
3202, "Speedway", 37.792257, -122.401242
3203, "SPUR", 37.787183, -122.401235
3204, "SPUR", 37.787183, -122.401235
3205, "Dharmaspace Pilates", 37.789879, -122.401188
3206, "Grant's Tobacconists", 37.789879, -122.401188
3207, "Grant's Tobacconists", 37.789879, -122.401188
3208, "One Jackson Place", 37.797147, -122.401161
3209, "Starbucks", 37.797721, -122.401153
3210, "Sharethrough Inc", 37.787264, -122.401133
3211, "Hair Designers of Jackson Square", 37.796892, -122.401069
3212, "_undetermined", 37.791427, -122.401038
3213, "_undetermined", 37.788587, -122.400958
3214, "_undetermined", 37.788227, -122.400955
3215, "Bar Jules", 37.788227, -122.400955
3216, "_undetermined", 37.787422, -122.400932
3217, "Subway", 37.782057, -122.400865
3218, "_undetermined", 37.777924, -122.400857
3219, "_undetermined", 37.777924, -122.400857
3220, "GLBT Historical Society", 37.786710, -122.400840
3221, "Moscone Center", 37.78351336, -122.40081339
3222, "Moscone Center", 37.78351336, -122.40081339
3223, "Moscone Center", 37.783513, -122.400813
3224, "Zeum Museum", 37.783513, -122.400813
3225, "_undetermined", 37.790057, -122.400783
3226, "SF MOMA", 37.785923, -122.400750
3227, "Country Bank/Commonwealth Club", 37.789318, -122.400655
3228, "Country Bank?", 37.789318, -122.400655
3229, "Academy of Art University", 37.787890, -122.400535
3230, "Academy of Art University", 37.787890, -122.400535
3231, "Academy of Art University", 37.787890, -122.400535
3232, "_undetermined", 37.791500, -122.400450
3233, "_undetermined", 37.791500, -122.400450
3234, "_undetermined", 37.792602, -122.400439
3235, "_undetermined", 37.787042, -122.400427
3236, "_undetermined", 37.787042, -122.400427
3237, "Embarcadero West building", 37.793863, -122.400374
3238, "One Bush Plaza", 37.790548, -122.400334
3239, "One Bush Plaza", 37.790548, -122.400334
3240, "Urban Fauna Studio (CLOSED)", 37.76584514, -122.40023936
3241, "multiple", 37.790922, -122.400100
3242, "Hair Salon", 37.785742, -122.400050
3243, "_undetermined", 37.792065, -122.400015
3244, "SF Sport and Spine Physical Therapy", 37.791941, -122.399989
3245, "Noah's Bagels", 37.791569, -122.399964
3246, "_undetermined", 37.787247, -122.399959
3247, "LiveNation Punch Line Comedy Club", 37.795514, -122.399944
3248, "Thee Parkside", 37.765168, -122.399885
3249, "_undetermined", 37.788457, -122.399884
3250, "_undetermined", 37.788457, -122.399884
3251, "Whole Foods", 37.78133158, -122.39966893
3252, "_undetermined", 37.789373, -122.399666
3253, "1 Embarcadero Center", 37.79464385, -122.39964430
3254, "Michael Mina Restaurant ", 37.793520, -122.399604
3255, "Patelco Credit Union", 37.787514, -122.399566
3256, "Kaplan Building", 37.786964, -122.399560
3257, "Art Academy University", 37.786251, -122.399521
3258, "Art Academy University", 37.786251, -122.399521
3259, "Art Academy University", 37.786251, -122.399521
3260, "Live Oak School", 37.763454, -122.399458
3261, "Live Oak School", 37.763454, -122.399458
3262, "_undetermined", 37.792525, -122.399416
3263, "SF Soup Company", 37.787297, -122.399367
3264, "Moscone Garage", 37.784712, -122.399367
3265, "Yank Sing restaurant", 37.789736, -122.399352
3266, "Chipotle", 37.790407, -122.399276
3267, "Foodco", 37.729805, -122.399247
3268, "_undetermined", 37.787209, -122.399211
3269, "Epicenter Cafe", 37.781650, -122.399117
3270, "_undetermined", 37.772009, -122.399084
3271, "Chai-Am Thai Restaurant", 37.78318025, -122.39908230
3272, "Fenix International", 37.765356, -122.399048
3273, "multiple", 37.781765, -122.398972
3274, "Office Building", 37.791757, -122.398898
3275, "One Hawthorne", 37.785769, -122.398876
3276, "_undetermined", 37.786776, -122.398644
3277, "_undetermined", 37.786776, -122.398644
3278, "Howard-Hawthrone Center", 37.786043, -122.398556
3279, "Health Haven", 37.786043, -122.398556
3280, "Golden Gateway Garage", 37.795701, -122.398490
3281, "Golden Gateway Garage", 37.795701, -122.398490
3282, "Banana Republic", 37.794799, -122.398473
3283, "J.B.'s Place", 37.76487114, -122.39837483
3284, "_undetermined", 37.787175, -122.398362
3285, "_undetermined", 37.787175, -122.398362
3286, "Sprint", 37.792217, -122.398167
3287, "SFPD Bayview Station", 37.729658, -122.398163
3288, "_undetermined", 37.779293, -122.398131
3289, "_undetermined", 37.779293, -122.398131
3290, "Mission Bay Parks Maintenance Facility", 37.771499, -122.398000
3291, "Office Building", 37.787445, -122.397847
3292, "_undetermined", 37.784374, -122.397774
3293, "Natural Path Media", 37.778773, -122.397711
3294, "GitHub", 37.786906, -122.397672
3295, "Goat Hill Pizzeria. Needs bike rack", 37.762402, -122.397653
3296, "Goat Hi", 37.762402, -122.397653
3297, "Rackspace / SF Wine Exchange / Meez / ICFI", 37.785271, -122.397582
3298, "Buchalter", 37.791778, -122.397517
3299, "Buchalter", 37.791778, -122.397517
3300, "Kate O'Brien Irish Pub and Grill", 37.787055, -122.397482
3301, "Dave's Food Store", 37.75976449, -122.39741163
3302, "SoMa Wines", 37.785746, -122.397398
3303, "Rayko Photo Center", 37.781969, -122.397291
3304, "Rayko Photo Center", 37.781969, -122.397291
3305, "Big Think Studios", 37.76266262, -122.39719562
3306, "Chez Maman", 37.762346, -122.397163
3307, "Chrome Industries", 37.778455, -122.397079
3308, "CoCo 500", 37.778279, -122.396858
3309, "Taco Bell", 37.793824, -122.396712
3310, "Gymboree Corporation", 37.777699, -122.396648
3311, "Fink Architecture", 37.787771, -122.396573
3312, "Foundry Square", 37.788423, -122.396569
3313, "Foundry Square", 37.788423, -122.396569
3314, "Park Terrace", 37.772772, -122.396529
3315, "Blue Shield of California / UCSF / multiple", 37.791239, -122.396457
3316, "Bottom of the Hill bar", 37.764922, -122.396415
3317, "_undetermined", 37.772951, -122.396308
3318, "Intracorp San Francisco", 37.773930, -122.396241
3319, "Oscar's Burgers & Deli", 37.750003, -122.395985
3320, "Farley's", 37.762452, -122.395966
3321, "_undetermined", 37.784132, -122.395913
3322, "Daniel Webster (SA) CDC", 37.760521, -122.395844
3323, "_undetermined", 37.787733, -122.395663
3324, "Walgreens", 37.777233, -122.395578
3325, "24 Hour Fitness/Tully's/Wells Fargo", 37.785292, -122.395566
3326, "_undetermined", 37.785292, -122.395566
3327, "mixed use development", 37.725173, -122.395520
3328, "Centered Body Pilates", 37.757917, -122.395476
3329, "Bayview Webspot Computer Rental", 37.778612, -122.395284
3330, "mixed use development", 37.727638, -122.395255
3331, "The Creamery", 37.77771931, -122.39525127
3332, "New Resource Bank", 37.788891, -122.395250
3333, "New Resource Bank", 37.788891, -122.395250
3334, "New Resource Bank", 37.788891, -122.395250
3335, "Dmax Imaging", 37.783898, -122.395234
3336, "Brickhouse Cafe", 37.779654, -122.395232
3337, "Front Cafe", 37.764412, -122.395182
3338, "_undetermined", 37.780411, -122.395095
3339, "_undetermined", 37.780411, -122.395095
3340, "Avalon at Mission Bay", 37.775308, -122.394934
3341, "_undetermined", 37.775308, -122.394934
3342, "Hattery", 37.77993078, -122.39486849
3343, "Blush School of Makeup", 37.79387152, -122.39486524
3344, "Bistro Burger", 37.791034, -122.394768
3345, "_undetermined", 37.774186, -122.394743
3346, "Walgreens", 37.792536, -122.394593
3347, "Lightening Food", 37.792536, -122.394593
3348, "_undetermined", 37.764726, -122.394522
3349, "_undetermined", 37.77982478, -122.39435597
3350, "_undetermined", 37.77982478, -122.39435597
3351, "multiple", 37.791882, -122.394339
3352, "Supercuts", 37.789139, -122.394299
3353, "Lumatic", 37.78319488, -122.39425392
3354, "Panera Bread", 37.775519, -122.394228
3355, "The Butler & The Chef", 37.780898, -122.394214
3356, "_undetermined", 37.737053, -122.394129
3357, "Philz Coffee", 37.774704, -122.394083
3358, "Mission Bay Public Library", 37.774704, -122.394083
3359, "Philz Coffee", 37.774704, -122.394083
3360, "Philz Coffee", 37.774704, -122.394083
3361, "Dr Charles Drew CDC (Pre-K and SA)", 37.732132, -122.393810
3362, "_undetermined", 37.779097, -122.393650
3363, "David Baker + Partners Architects", 37.783699, -122.393581
3364, "Borders", 37.777627, -122.393425
3365, "Safeway", 37.777642, -122.393418
3366, "The Beacon", 37.777642, -122.393418
3367, "Hotel Vitale", 37.793835, -122.393406
3368, "Walgreens", 37.729006, -122.393266
3369, "Jeremy's Department Store", 37.782424, -122.393236
3370, "Wine Bar", 37.779561, -122.393040
3371, "_undetermined", 37.779561, -122.393040
3372, "El Azteca Taqueria", 37.72945900, -122.39292011
